ISBN,Title,Author,Year,Publisher,Genre,Description,Language,Keywords,Image_URL
0894342789,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),Paul Phifer,1999,Ferguson Publishing Company,General Fiction,"Bibliographic summary: “College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers)” is classified as General Fiction and was written by Paul Phifer. It was published by Ferguson Publishing Company in 1999. Search and recommendation terms derived from the available metadata include: college, majors, careers, resource, guide, effective, life, planning, phifer, general.",English,"college, majors, careers, resource, guide, effective, life, planning, phifer, general",http://images.amazon.com/images/P/0894342789.01.MZZZZZZZ.jpg
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,General Fiction,"Bibliographic summary: “Smilla's Sense of Snow” is classified as General Fiction and was written by Peter Hoeg. It was published by Island in 1997. Search and recommendation terms derived from the available metadata include: smilla's, sense, snow, hoeg, general, fiction.",English,"smilla's, sense, snow, hoeg, general, fiction",http://images.amazon.com/images/P/0440218535.01.MZZZZZZZ.jpg
0449207595,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books,General Fiction,"Bibliographic summary: “The Grass Is Always Greener over the Septic Tank” is classified as General Fiction and was written by Erma Bombeck. It was published by Fawcett Books in 1988. Search and recommendation terms derived from the available metadata include: grass, always, greener, septic, tank, bombeck, general, fiction.",English,"grass, always, greener, septic, tank, bombeck, general, fiction",http://images.amazon.com/images/P/0449207595.01.MZZZZZZZ.jpg
8806142267,Viaggi del tempo immobile (I coralli),Roberto Vecchioni,1996,Einaudi,General Fiction,"Bibliographic summary: “Viaggi del tempo immobile (I coralli)” is classified as General Fiction and was written by Roberto Vecchioni. It was published by Einaudi in 1996. Search and recommendation terms derived from the available metadata include: viaggi, del, tempo, immobile, coralli, vecchioni, general, fiction.",English,"viaggi, del, tempo, immobile, coralli, vecchioni, general, fiction",http://images.amazon.com/images/P/8806142267.01.MZZZZZZZ.jpg
0670844594,Rumpole on Trial,John Mortimer,1992,Penguin USA,General Fiction,"Bibliographic summary: “Rumpole on Trial” is classified as General Fiction and was written by John Mortimer. It was published by Penguin USA in 1992. Search and recommendation terms derived from the available metadata include: rumpole, trial, mortimer, general, fiction.",English,"rumpole, trial, mortimer, general, fiction",http://images.amazon.com/images/P/0670844594.01.MZZZZZZZ.jpg
039457513X,Billy Bathgate,E. L. Doctorow,1989,Random House,Health & Medicine,"Bibliographic summary: “Billy Bathgate” is classified as Health & Medicine and was written by E. L. Doctorow. It was published by Random House in 1989. Search and recommendation terms derived from the available metadata include: billy, bathgate, doctorow, health, medicine.",English,"billy, bathgate, doctorow, health, medicine",http://images.amazon.com/images/P/039457513X.01.MZZZZZZZ.jpg
0394559487,Citizens: A Chronicle of the French Revolution,Simon Schama,1989,Random House Inc,History,"Bibliographic summary: “Citizens: A Chronicle of the French Revolution” is classified as History and was written by Simon Schama. It was published by Random House Inc in 1989. Search and recommendation terms derived from the available metadata include: citizens, chronicle, french, revolution, schama, history.",English,"citizens, chronicle, french, revolution, schama, history",http://images.amazon.com/images/P/0394559487.01.MZZZZZZZ.jpg
0804001944,The Man Who Killed the Deer,Frank Waters,1970,Ohio University Press,General Fiction,"Bibliographic summary: “The Man Who Killed the Deer” is classified as General Fiction and was written by Frank Waters. It was published by Ohio University Press in 1970. Search and recommendation terms derived from the available metadata include: man, who, killed, deer, waters, general, fiction.",English,"man, who, killed, deer, waters, general, fiction",http://images.amazon.com/images/P/0804001944.01.MZZZZZZZ.jpg
0590897985,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children,Children & Young Adult,"Bibliographic summary: “The Music of Dolphins (Apple Signature Edition)” is classified as Children & Young Adult and was written by Karen Hesse. It was published by Hyperion Books for Children in 1998. Search and recommendation terms derived from the available metadata include: music, dolphins, apple, signature, hesse, children, young, adult.",English,"music, dolphins, apple, signature, hesse, children, young, adult",http://images.amazon.com/images/P/0590897985.01.MZZZZZZZ.jpg
0689832877,Sunwing (Aladdin Fantasy),Kenneth Oppel,2001,Aladdin,Fantasy,"Bibliographic summary: “Sunwing (Aladdin Fantasy)” is classified as Fantasy and was written by Kenneth Oppel. It was published by Aladdin in 2001. Search and recommendation terms derived from the available metadata include: sunwing, aladdin, fantasy, oppel.",English,"sunwing, aladdin, fantasy, oppel",http://images.amazon.com/images/P/0689832877.01.MZZZZZZZ.jpg
0689829698,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Carol Ryrie Brink,1999,Aladdin,Politics & Society,"Bibliographic summary: “Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction)” is classified as Politics & Society and was written by Carol Ryrie Brink. It was published by Aladdin in 1999. Search and recommendation terms derived from the available metadata include: caddie, woodlawn, newbery, promo, aladdin, fiction, brink, politics, society.",English,"caddie, woodlawn, newbery, promo, aladdin, fiction, brink, politics, society",http://images.amazon.com/images/P/0689829698.01.MZZZZZZZ.jpg
0439042917,The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,1998,Scholastic,General Fiction,"Bibliographic summary: “The Hork-Bajir Chronicles (Animorphs Series)” is classified as General Fiction and was written by K. A. Applegate. It was published by Scholastic in 1998. Search and recommendation terms derived from the available metadata include: hork, bajir, chronicles, animorphs, series, applegate, general, fiction.",English,"hork, bajir, chronicles, animorphs, series, applegate, general, fiction",http://images.amazon.com/images/P/0439042917.01.MZZZZZZZ.jpg
0064409457,The Silver Chair (full color) (Narnia),C. S. Lewis,2000,HarperTrophy,General Fiction,"Bibliographic summary: “The Silver Chair (full color) (Narnia)” is classified as General Fiction and was written by C. S. Lewis. It was published by HarperTrophy in 2000. Search and recommendation terms derived from the available metadata include: silver, chair, full, color, narnia, lewis, general, fiction.",English,"silver, chair, full, color, narnia, lewis, general, fiction",http://images.amazon.com/images/P/0064409457.01.MZZZZZZZ.jpg
0064405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy,Fantasy,"Bibliographic summary: “The Magician's Nephew (Narnia)” is classified as Fantasy and was written by C. S. Lewis. It was published by HarperTrophy in 1994. Search and recommendation terms derived from the available metadata include: magician's, nephew, narnia, lewis, fantasy.",English,"magician's, nephew, narnia, lewis, fantasy",http://images.amazon.com/images/P/0064405052.01.MZZZZZZZ.jpg
043922165X,"Circles in the Stream (Avalon: Web of Magic, 1)",Shelly R. Roberts,2001,Scholastic,Fantasy,"Bibliographic summary: “Circles in the Stream (Avalon: Web of Magic, 1)” is classified as Fantasy and was written by Shelly R. Roberts. It was published by Scholastic in 2001. Search and recommendation terms derived from the available metadata include: circles, stream, avalon, web, magic, roberts, fantasy.",English,"circles, stream, avalon, web, magic, roberts, fantasy",http://images.amazon.com/images/P/043922165X.01.MZZZZZZZ.jpg
0152162445,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Fantasy,"Bibliographic summary: “High Wizardry: The Third Book in the Young Wizards Series” is classified as Fantasy and was written by Diane Duane. It was published by Magic Carpet Books in 2001. Search and recommendation terms derived from the available metadata include: high, wizardry, third, young, wizards, series, duane, fantasy.",English,"high, wizardry, third, young, wizards, series, duane, fantasy",http://images.amazon.com/images/P/0152162445.01.MZZZZZZZ.jpg
0152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Fantasy,"Bibliographic summary: “Deep Wizardry: The Second Book in the Young Wizards Series” is classified as Fantasy and was written by Diane Duane. It was published by Magic Carpet Books in 2001. Search and recommendation terms derived from the available metadata include: deep, wizardry, second, young, wizards, series, duane, fantasy.",English,"deep, wizardry, second, young, wizards, series, duane, fantasy",http://images.amazon.com/images/P/0152162577.01.MZZZZZZZ.jpg
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Fantasy,"Bibliographic summary: “So You Want to Be a Wizard: The First Book in the Young Wizards Series” is classified as Fantasy and was written by Diane Duane. It was published by Magic Carpet Books in 2001. Search and recommendation terms derived from the available metadata include: you, want, wizard, first, young, wizards, series, duane, fantasy.",English,"you, want, wizard, first, young, wizards, series, duane, fantasy",http://images.amazon.com/images/P/015216250X.01.MZZZZZZZ.jpg
1562477528,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications,General Fiction,"Bibliographic summary: “Going for Great (Ag Fiction (American Girl))” is classified as General Fiction and was written by Carolee Brockmann. It was published by Pleasant Company Publications in 1999. Search and recommendation terms derived from the available metadata include: going, great, fiction, american, girl, brockmann, general.",English,"going, great, fiction, american, girl, brockmann, general",http://images.amazon.com/images/P/1562477528.01.MZZZZZZZ.jpg
0439221676,"All That Glitters (Avalon, 2)",Rachel Roberts,2001,Scholastic,General Fiction,"Bibliographic summary: “All That Glitters (Avalon, 2)” is classified as General Fiction and was written by Rachel Roberts. It was published by Scholastic in 2001. Search and recommendation terms derived from the available metadata include: all, glitters, avalon, roberts, general, fiction.",English,"all, glitters, avalon, roberts, general, fiction",http://images.amazon.com/images/P/0439221676.01.MZZZZZZZ.jpg
0439221684,"Cry of the Wolf (Avalon, 3)",Rachel Roberts,2001,Scholastic,General Fiction,"Bibliographic summary: “Cry of the Wolf (Avalon, 3)” is classified as General Fiction and was written by Rachel Roberts. It was published by Scholastic in 2001. Search and recommendation terms derived from the available metadata include: cry, wolf, avalon, roberts, general, fiction.",English,"cry, wolf, avalon, roberts, general, fiction",http://images.amazon.com/images/P/0439221684.01.MZZZZZZZ.jpg
0439221714,"The Secret of the Unicorn (Avalon Web of Magic, 4)",Rachel Roberts,2000,Scholastic Paperbacks,Fantasy,"Bibliographic summary: “The Secret of the Unicorn (Avalon Web of Magic, 4)” is classified as Fantasy and was written by Rachel Roberts. It was published by Scholastic Paperbacks in 2000. Search and recommendation terms derived from the available metadata include: secret, unicorn, avalon, web, magic, roberts, fantasy.",English,"secret, unicorn, avalon, web, magic, roberts, fantasy",http://images.amazon.com/images/P/0439221714.01.MZZZZZZZ.jpg
0439221706,Avalon: Web Of Magic #5: Spellsinger,Rachel Roberts,2002,Scholastic Paperbacks,Fantasy,"Bibliographic summary: “Avalon: Web Of Magic #5: Spellsinger” is classified as Fantasy and was written by Rachel Roberts. It was published by Scholastic Paperbacks in 2002. Search and recommendation terms derived from the available metadata include: avalon, web, magic, spellsinger, roberts, fantasy.",English,"avalon, web, magic, spellsinger, roberts, fantasy",http://images.amazon.com/images/P/0439221706.01.MZZZZZZZ.jpg
0439221730,Trial by Fire,Rachel Roberts,2002,Scholastic Paperbacks,General Fiction,"Bibliographic summary: “Trial by Fire” is classified as General Fiction and was written by Rachel Roberts. It was published by Scholastic Paperbacks in 2002. Search and recommendation terms derived from the available metadata include: trial, fire, roberts, general, fiction.",English,"trial, fire, roberts, general, fiction",http://images.amazon.com/images/P/0439221730.01.MZZZZZZZ.jpg
0440415993,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",Lensey Namioka,2000,Laurel-Leaf Books,General Fiction,"Bibliographic summary: “Ties That Bind, Ties That Break (Laurel-Leaf Books)” is classified as General Fiction and was written by Lensey Namioka. It was published by Laurel-Leaf Books in 2000. Search and recommendation terms derived from the available metadata include: ties, bind, break, laurel, leaf, namioka, general, fiction.",English,"ties, bind, break, laurel, leaf, namioka, general, fiction",http://images.amazon.com/images/P/0440415993.01.MZZZZZZZ.jpg
0895872102,"The Hauntings of Williamsburg, Yorktown, and Jamestown",Jackie Eileen Behrend,1998,John F. Blair Publisher,General Fiction,"Bibliographic summary: “The Hauntings of Williamsburg, Yorktown, and Jamestown” is classified as General Fiction and was written by Jackie Eileen Behrend. It was published by John F. Blair Publisher in 1998. Search and recommendation terms derived from the available metadata include: hauntings, williamsburg, yorktown, jamestown, behrend, general, fiction.",English,"hauntings, williamsburg, yorktown, jamestown, behrend, general, fiction",http://images.amazon.com/images/P/0895872102.01.MZZZZZZZ.jpg
068983585X,The Janitor's Boy,Andrew Clements,2001,Aladdin,General Fiction,"Bibliographic summary: “The Janitor's Boy” is classified as General Fiction and was written by Andrew Clements. It was published by Aladdin in 2001. Search and recommendation terms derived from the available metadata include: janitor's, boy, clements, general, fiction.",English,"janitor's, boy, clements, general, fiction",http://images.amazon.com/images/P/068983585X.01.MZZZZZZZ.jpg
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,History,"Bibliographic summary: “The Giver (21st Century Reference)” is classified as History and was written by LOIS LOWRY. It was published by Laure Leaf in 1994. Search and recommendation terms derived from the available metadata include: giver, 21st, century, reference, lowry, history.",English,"giver, 21st, century, reference, lowry, history",http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg
185424597X,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,2003,Monarch Books,Biography & Memoir,"Bibliographic summary: “The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun” is classified as Biography & Memoir and was written by Paul Hattaway. It was published by Monarch Books in 2003. Search and recommendation terms derived from the available metadata include: heavenly, man, remarkable, true, story, chinese, christian, brother, yun, hattaway.",English,"heavenly, man, remarkable, true, story, chinese, christian, brother, yun, hattaway",http://images.amazon.com/images/P/185424597X.01.MZZZZZZZ.jpg
2080105434,The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,2001,Flammarion,General Fiction,"Bibliographic summary: “The Little Book of Chocolate (Little Book Of...(Flammarion))” is classified as General Fiction and was written by Alain Stella. It was published by Flammarion in 2001. Search and recommendation terms derived from the available metadata include: little, chocolate, flammarion, stella, general, fiction.",English,"little, chocolate, flammarion, stella, general, fiction",http://images.amazon.com/images/P/2080105434.01.MZZZZZZZ.jpg
349913358X,Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb.,General Fiction,"Bibliographic summary: “Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).” is classified as General Fiction and was written by Milena Moser. It was published by Rowohlt Tb. in 1993. Search and recommendation terms derived from the available metadata include: das, schlampenbuch, erzã, hlungen, neue, frau, moser, general, fiction.",French,"das, schlampenbuch, erzã, hlungen, neue, frau, moser, general, fiction",http://images.amazon.com/images/P/349913358X.01.MZZZZZZZ.jpg
3257201761,Die zwei Gesichter des Januars.,Patricia Highsmith,1974,Diogenes Verlag,General Fiction,"Bibliographic summary: “Die zwei Gesichter des Januars.” is classified as General Fiction and was written by Patricia Highsmith. It was published by Diogenes Verlag in 1974. Search and recommendation terms derived from the available metadata include: die, zwei, gesichter, des, januars, highsmith, general, fiction.",English,"die, zwei, gesichter, des, januars, highsmith, general, fiction",http://images.amazon.com/images/P/3257201761.01.MZZZZZZZ.jpg
3404121686,Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994,LÃ?Â¼bbe,General Fiction,"Bibliographic summary: “Nacht Ã?Â¼ber den Wassern.” is classified as General Fiction and was written by Ken Follett. It was published by LÃ?Â¼bbe in 1994. Search and recommendation terms derived from the available metadata include: nacht, ber, den, wassern, follett, general, fiction.",French,"nacht, ber, den, wassern, follett, general, fiction",http://images.amazon.com/images/P/3404121686.01.MZZZZZZZ.jpg
3404118960,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe,General Fiction,"Bibliographic summary: “Die SÃ?Â¤ulen der Erde. Roman.” is classified as General Fiction and was written by Ken Follett. It was published by LÃ?Â¼bbe in 1992. Search and recommendation terms derived from the available metadata include: die, ulen, der, erde, roman, follett, general, fiction.",German,"die, ulen, der, erde, roman, follett, general, fiction",http://images.amazon.com/images/P/3404118960.01.MZZZZZZZ.jpg
0345356578,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books,General Fiction,"Bibliographic summary: “A Man Rides Through (Man Rides Through)” is classified as General Fiction and was written by Stephen Donaldson. It was published by Del Rey Books in 1990. Search and recommendation terms derived from the available metadata include: man, rides, donaldson, general, fiction.",English,"man, rides, donaldson, general, fiction",http://images.amazon.com/images/P/0345356578.01.MZZZZZZZ.jpg
0345346971,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey,General Fiction,"Bibliographic summary: “Mirror of Her Dreams (Mordant's Need)” is classified as General Fiction and was written by STEPHEN R. DONALDSON. It was published by Del Rey in 1987. Search and recommendation terms derived from the available metadata include: mirror, dreams, mordant's, need, donaldson, general, fiction.",English,"mirror, dreams, mordant's, need, donaldson, general, fiction",http://images.amazon.com/images/P/0345346971.01.MZZZZZZZ.jpg
0451155750,The Dead Zone,Stephen King,2004,Signet Book,Horror,"Bibliographic summary: “The Dead Zone” is classified as Horror and was written by Stephen King. It was published by Signet Book in 2004. Search and recommendation terms derived from the available metadata include: dead, zone, king, horror.",English,"dead, zone, king, horror",http://images.amazon.com/images/P/0451155750.01.MZZZZZZZ.jpg
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press,Biography & Memoir,"Bibliographic summary: “The Diary of Ellen Rimbauer: My Life at Rose Red” is classified as Biography & Memoir and was written by Ellen Rimbauer. It was published by Hyperion Press in 2002. Search and recommendation terms derived from the available metadata include: diary, ellen, rimbauer, life, rose, red, biography, memoir.",English,"diary, ellen, rimbauer, life, rose, red, biography, memoir",http://images.amazon.com/images/P/0786890436.01.MZZZZZZZ.jpg
0415928087,A New Germany in a New Europe,Todd Herzog,2000,Routledge,General Fiction,"Bibliographic summary: “A New Germany in a New Europe” is classified as General Fiction and was written by Todd Herzog. It was published by Routledge in 2000. Search and recommendation terms derived from the available metadata include: new, germany, europe, herzog, general, fiction.",English,"new, germany, europe, herzog, general, fiction",http://images.amazon.com/images/P/0415928087.01.MZZZZZZZ.jpg
0521427150,"Belonging in the Two Berlins : Kin, State, Nation (Cambridge Studies in Social and Cultural Anthropology)",John Borneman,1992,Cambridge University Press,Politics & Society,"Bibliographic summary: “Belonging in the Two Berlins : Kin, State, Nation (Cambridge Studies in Social and Cultural Anthropology)” is classified as Politics & Society and was written by John Borneman. It was published by Cambridge University Press in 1992. Search and recommendation terms derived from the available metadata include: belonging, two, berlins, kin, state, nation, cambridge, studies, social, cultural.",English,"belonging, two, berlins, kin, state, nation, cambridge, studies, social, cultural",http://images.amazon.com/images/P/0521427150.01.MZZZZZZZ.jpg
0812923278,The Great Depression : America 1929-1941,ROBERT S. MCELVAINE,1993,Three Rivers Press,General Fiction,"Bibliographic summary: “The Great Depression : America 1929-1941” is classified as General Fiction and was written by ROBERT S. MCELVAINE. It was published by Three Rivers Press in 1993. Search and recommendation terms derived from the available metadata include: great, depression, america, 1929, 1941, mcelvaine, general, fiction.",English,"great, depression, america, 1929, 1941, mcelvaine, general, fiction",http://images.amazon.com/images/P/0812923278.01.MZZZZZZZ.jpg
0884111342,Lady of the Shroud,Bram Stoker,1989,Amereon Limited,General Fiction,"Bibliographic summary: “Lady of the Shroud” is classified as General Fiction and was written by Bram Stoker. It was published by Amereon Limited in 1989. Search and recommendation terms derived from the available metadata include: lady, shroud, stoker, general, fiction.",English,"lady, shroud, stoker, general, fiction",http://images.amazon.com/images/P/0884111342.01.MZZZZZZZ.jpg
0345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books,History,"Bibliographic summary: “Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)” is classified as History and was written by Michael A. Stackpole. It was published by Del Rey Books in 2000. Search and recommendation terms derived from the available metadata include: dark, tide, onslaught, star, wars, new, jedi, order, stackpole, history.",English,"dark, tide, onslaught, star, wars, new, jedi, order, stackpole, history",http://images.amazon.com/images/P/0345428544.01.MZZZZZZZ.jpg
0671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket,Science Fiction,"Bibliographic summary: “LONG DARK TEA TIME OF THE SOUL” is classified as Science Fiction and was written by Douglas Adams. It was published by Pocket in 1990. Search and recommendation terms derived from the available metadata include: long, dark, tea, time, soul, adams, science, fiction.",English,"long, dark, tea, time, soul, adams, science, fiction",http://images.amazon.com/images/P/0671694049.01.MZZZZZZZ.jpg
080901582X,The Return of Simple,Langston Hughes,1995,Hill & Wang,General Fiction,"Bibliographic summary: “The Return of Simple” is classified as General Fiction and was written by Langston Hughes. It was published by Hill & Wang in 1995. Search and recommendation terms derived from the available metadata include: return, simple, hughes, general, fiction.",English,"return, simple, hughes, general, fiction",http://images.amazon.com/images/P/080901582X.01.MZZZZZZZ.jpg
0449006557,Half Moon Street (Charlotte & Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books,General Fiction,"Bibliographic summary: “Half Moon Street (Charlotte & Thomas Pitt Novels (Paperback))” is classified as General Fiction and was written by Anne Perry. It was published by Ballantine Books in 2001. Search and recommendation terms derived from the available metadata include: half, moon, street, charlotte, thomas, pitt, novels, paperback, perry, general.",English,"half, moon, street, charlotte, thomas, pitt, novels, paperback, perry, general",http://images.amazon.com/images/P/0449006557.01.MZZZZZZZ.jpg
0373250339,A Minor Indiscretion (Red Dress Ink (Paperback)),Carol Matthews,2003,Red Dress Ink,General Fiction,"Bibliographic summary: “A Minor Indiscretion (Red Dress Ink (Paperback))” is classified as General Fiction and was written by Carol Matthews. It was published by Red Dress Ink in 2003. Search and recommendation terms derived from the available metadata include: minor, indiscretion, red, dress, ink, paperback, matthews, general, fiction.",English,"minor, indiscretion, red, dress, ink, paperback, matthews, general, fiction",http://images.amazon.com/images/P/0373250339.01.MZZZZZZZ.jpg
0380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade,General Fiction,"Bibliographic summary: “For Better, for Worse: A Novel” is classified as General Fiction and was written by Carole Matthews. It was published by Avon Trade in 2002. Search and recommendation terms derived from the available metadata include: better, worse, matthews, general, fiction.",English,"better, worse, matthews, general, fiction",http://images.amazon.com/images/P/0380820447.01.MZZZZZZZ.jpg
0385497679,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,2000,Anchor Pub,General Fiction,"Bibliographic summary: “Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad” is classified as General Fiction and was written by Jacqueline L. Tobin. It was published by Anchor Pub in 2000. Search and recommendation terms derived from the available metadata include: hidden, plain, view, secret, story, quilts, underground, railroad, tobin, general.",English,"hidden, plain, view, secret, story, quilts, underground, railroad, tobin, general",http://images.amazon.com/images/P/0385497679.01.MZZZZZZZ.jpg
0451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,General Fiction,"Bibliographic summary: “The Forest House” is classified as General Fiction and was written by Marion Zimmer Bradley. It was published by Roc in 1995. Search and recommendation terms derived from the available metadata include: forest, house, bradley, general, fiction.",English,"forest, house, bradley, general, fiction",http://images.amazon.com/images/P/0451454243.01.MZZZZZZZ.jpg
0941423042,American Poetry Since 1970: Up Late,Andrei Codrescu,1988,Four Walls Eight Windows,Poetry & Drama,"Bibliographic summary: “American Poetry Since 1970: Up Late” is classified as Poetry & Drama and was written by Andrei Codrescu. It was published by Four Walls Eight Windows in 1988. Search and recommendation terms derived from the available metadata include: american, poetry, since, 1970, late, codrescu, drama.",English,"american, poetry, since, 1970, late, codrescu, drama",http://images.amazon.com/images/P/0941423042.01.MZZZZZZZ.jpg
0373871562,Twin Blessings (Love Inspired (Numbered)),Carolyne Aarsen,2001,Steeple Hill,Romance,"Bibliographic summary: “Twin Blessings (Love Inspired (Numbered))” is classified as Romance and was written by Carolyne Aarsen. It was published by Steeple Hill in 2001. Search and recommendation terms derived from the available metadata include: twin, blessings, love, inspired, numbered, aarsen, romance.",English,"twin, blessings, love, inspired, numbered, aarsen, romance",http://images.amazon.com/images/P/0373871562.01.MZZZZZZZ.jpg
0553101439,West of Dodge: Frontier Stories,Louis L'Amour,1996,Bantam,General Fiction,"Bibliographic summary: “West of Dodge: Frontier Stories” is classified as General Fiction and was written by Louis L'Amour. It was published by Bantam in 1996. Search and recommendation terms derived from the available metadata include: west, dodge, frontier, stories, l'amour, general, fiction.",English,"west, dodge, frontier, stories, l'amour, general, fiction",http://images.amazon.com/images/P/0553101439.01.MZZZZZZZ.jpg
0898151910,"How to Make $1,000 a Minute: Negotiating Salaries and Raises",Jack Chapman,1987,Ten Speed Pr,General Fiction,"Bibliographic summary: “How to Make $1,000 a Minute: Negotiating Salaries and Raises” is classified as General Fiction and was written by Jack Chapman. It was published by Ten Speed Pr in 1987. Search and recommendation terms derived from the available metadata include: how, make, 000, minute, negotiating, salaries, raises, chapman, general, fiction.",English,"how, make, 000, minute, negotiating, salaries, raises, chapman, general, fiction",http://images.amazon.com/images/P/0898151910.01.MZZZZZZZ.jpg
0835949362,Non-manipulative selling,Anthony J Alessandra,1981,Reston Pub. Co,General Fiction,"Bibliographic summary: “Non-manipulative selling” is classified as General Fiction and was written by Anthony J Alessandra. It was published by Reston Pub. Co in 1981. Search and recommendation terms derived from the available metadata include: non, manipulative, selling, alessandra, general, fiction.",English,"non, manipulative, selling, alessandra, general, fiction",http://images.amazon.com/images/P/0835949362.01.MZZZZZZZ.jpg
0880701102,Come Before Winter and Share My Hope,Charles R. Swindoll,1985,Word Publishing,General Fiction,"Bibliographic summary: “Come Before Winter and Share My Hope” is classified as General Fiction and was written by Charles R. Swindoll. It was published by Word Publishing in 1985. Search and recommendation terms derived from the available metadata include: come, before, winter, share, hope, swindoll, general, fiction.",English,"come, before, winter, share, hope, swindoll, general, fiction",http://images.amazon.com/images/P/0880701102.01.MZZZZZZZ.jpg
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,Mystery & Thriller,"Bibliographic summary: “The Bear and the Dragon” is classified as Mystery & Thriller and was written by Tom Clancy. It was published by G. P. Putnam's Sons in 2000. Search and recommendation terms derived from the available metadata include: bear, dragon, clancy, mystery, thriller.",English,"bear, dragon, clancy, mystery, thriller",http://images.amazon.com/images/P/039914563X.01.MZZZZZZZ.jpg
0312853238,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,General Fiction,"Bibliographic summary: “Ender's Game (Ender Wiggins Saga (Paperback))” is classified as General Fiction and was written by Orson Scott Card. It was published by Tor Books in 1992. Search and recommendation terms derived from the available metadata include: ender's, game, ender, wiggins, saga, paperback, card, general, fiction.",English,"ender's, game, ender, wiggins, saga, paperback, card, general, fiction",http://images.amazon.com/images/P/0312853238.01.MZZZZZZZ.jpg
0688048730,Thinking on paper,V. A Howard,1986,W. Morrow,History,"Bibliographic summary: “Thinking on paper” is classified as History and was written by V. A Howard. It was published by W. Morrow in 1986. Search and recommendation terms derived from the available metadata include: thinking, paper, howard, history.",English,"thinking, paper, howard, history",http://images.amazon.com/images/P/0688048730.01.MZZZZZZZ.jpg
0425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group,Mystery & Thriller,"Bibliographic summary: “Net Force” is classified as Mystery & Thriller and was written by Tom Clancy. It was published by Berkley Publishing Group in 1999. Search and recommendation terms derived from the available metadata include: net, force, clancy, mystery, thriller.",English,"net, force, clancy, mystery, thriller",http://images.amazon.com/images/P/0425161722.01.MZZZZZZZ.jpg
0849916399,The Internet Church,Walter P. Wilson,2000,W Publishing Group,Religion & Spirituality,"Bibliographic summary: “The Internet Church” is classified as Religion & Spirituality and was written by Walter P. Wilson. It was published by W Publishing Group in 2000. Search and recommendation terms derived from the available metadata include: internet, church, wilson, religion, spirituality.",English,"internet, church, wilson, religion, spirituality",http://images.amazon.com/images/P/0849916399.01.MZZZZZZZ.jpg
